PWSID,PWS_Name,Counties Served,Primacy_agency,Suspect LPA?,TYPE_consolidated_2018_original,Draft_inst_update_source,Draft_inst_update,Final_inst_update,Final_inst_update,Inst_Subtype,Notes,Notes last updated,Weird case?,,,,,,,,,,,,,,
CA2701822,ROBLEY PROPERTY MWS,Monterey,SWRCB,Monterey-LPA,MWC,Original,MWC,Non-profit corporation,,,,,,,,,,,,,,,,,,,
CA2701888,CACHAGUA MUTUAL WS (#4),Monterey,SWRCB,Monterey-LPA,MWC,Original,MWC,Non-profit corporation,,,,,,,,,,,,,,,,,,,
CA3600139,JUBILEE MWC,San Bernardino,SWRCB,NO,MWC,Original,MWC,Non-profit corporation,,,,,,,,,,,,,,,,,,,
CA2701918,LOMAS DEL SOL MWS,Monterey,SWRCB,Monterey-LPA,MWC,Original,MWC,Non-profit corporation,,,,,,,,,,,,,,,,,,,
CA2701929,COUNTRY MEADOWS MWC,Monterey,SWRCB,Monterey-LPA,MWC,Original,MWC,Non-profit corporation,,,,,,,,,,,,,,,,,,,
CA2701935,MOUNT TORO RANCHOS MWA,Monterey,SWRCB,Monterey-LPA,MWC,Original,MWC,Non-profit corporation,,,,,,,,,,,,,,,,,,,
CA2701956,PIONEER PLACE MWS,Monterey,SWRCB,Monterey-LPA,MWC,Original,MWC,Non-profit corporation,,,,,,,,,,,,,,,,,,,
CA2701959,TIERRA VISTA MWC,Monterey,SWRCB,Monterey-LPA,MWC,Original,MWC,Non-profit corporation,,,,,,,,,,,,,,,,,,,
CA2702003,VIERRA MEADOWS MWC,Monterey,SWRCB,Monterey-LPA,MWC,Original,MWC,Non-profit corporation,,,,,,,,,,,,,,,,,,,
CA2702055,VIERRA KNOLLS MWC,Monterey,SWRCB,Monterey-LPA,MWC,Original,MWC,Non-profit corporation,,,,,,,,,,,,,,,,,,,
CA2702148,ASOLEADO MWC,Monterey,SWRCB,Monterey-LPA,MWC,Original,MWC,Non-profit corporation,,,,,,,,,,,,,,,,,,,
CA3600200,RANCHERITOS MWC,San Bernardino,SWRCB,NO,MWC,Original,MWC,Non-profit corporation,,,,,,,,,,,,,,,,,,,
CA2702374,COUNTRYSIDE ESTATES MWC,Monterey,SWRCB,Monterey-LPA,MWC,Original,MWC,Non-profit corporation,,,,,,,,,,,,,,,,,,,
CA2702439,WOODLAND HEIGHTS MWC,Monterey,SWRCB,Monterey-LPA,MWC,Original,MWC,Non-profit corporation,,,,,,,,,,,,,,,,,,,
CA2702466,SAN VICENTE MWC,Monterey,SWRCB,Monterey-LPA,MWC,Original,MWC,Non-profit corporation,,,,,,,,,,,,,,,,,,,
CA2702520,ARROYO SECO ESTATES MWS,Monterey,SWRCB,Monterey-LPA,MWC,Original,MWC,Non-profit corporation,,,,,,,,,,,,,,,,,,,
CA2702554,HIDDEN CANYON RANCH MWC,Monterey,SWRCB,Monterey-LPA,MWC,Original,MWC,Non-profit corporation,,,,,,,,,,,,,,,,,,,
CA2702608,THIMIO MWC,Monterey,SWRCB,Monterey-LPA,MWC,Original,MWC,Non-profit corporation,,,,,,,,,,,,,,,,,,,
CA2800516,TUCKER ACRES MUTUAL WATER CO.,Napa,SWRCB,Napa-LPA,MWC,Original,MWC,Non-profit corporation,,,,,,,,,,,,,,,,,,,
CA2800525,LA TIERRA HEIGHTS MUTUAL,Napa,SWRCB,Napa-LPA,MWC,Original,MWC,Non-profit corporation,,,,,,,,,,,,,,,,,,,
CA2800527,LINDA FALLS TERRACE MUTUAL,Napa,SWRCB,Napa-LPA,MWC,Original,MWC,Non-profit corporation,,,,,,,,,,,,,,,,,,,
CA2800528,LINDA VISTA MUTUAL WATER CO,Napa,SWRCB,Napa-LPA,MWC,Original,MWC,Non-profit corporation,,,,,,,,,,,,,,,,,,,
CA2800532,VAILIMA ESTATES MUTUAL WATER,Napa,SWRCB,Napa-LPA,MWC,Original,MWC,Non-profit corporation,,,,,,,,,,,,,,,,,,,
CA2900548,SIERRA ESTATES MUTUAL WATER COMPANY,Nevada,SWRCB,Nevada-LPA,MWC,Original,MWC,Non-profit corporation,,,,,,,,,,,,,,,,,,,
CA3100058,DUTCH FLAT MUTUAL,Placer,SWRCB,Placer-LPA,MWC,Original,MWC,Non-profit corporation,,,,,,,,,,,,,,,,,,,
CA3100528,GOLDEN HILLS MUTUAL WATER CO,Placer,SWRCB,Placer-LPA,MWC,Original,MWC,Non-profit corporation,,,,,,,,,,,,,,,,,,,
CA3100538,ROSECREST MUTUAL,Placer,SWRCB,Placer-LPA,MWC,Original,MWC,Non-profit corporation,,,,,,,,,,,,,,,,,,,
CA3103310,EMIGRANT GAP MUTUAL WATER CO.,Placer,SWRCB,Placer-LPA,MWC,Original,MWC,Non-profit corporation,,,,,,,,,,,,,,,,,,,
CA3107339,FOLSOM LAKE MUTUAL WATER CO,Placer,SWRCB,Placer-LPA,MWC,Original,MWC,Non-profit corporation,,,,,,,,,,,,,,,,,,,
CA3200102,WHITEHAWK RANCH MWC,Plumas,SWRCB,Plumas-LPA,MWC,Original,MWC,Non-profit corporation,,,,,,,,,,,,,,,,,,,
CA3400172,TOKAY PARK WATER CO,Sacramento,SWRCB,Sacramento-LPA,MWC,Original,MWC,Non-profit corporation,,,,,,,,,,,,,,,,,,,
CA3600012,APPLE VALLEY VIEW MWC,San Bernardino,SWRCB,San Bernardino-LPA,MWC,Original,MWC,Non-profit corporation,,,,,,,,,,,,,,,,,,,
CA3600025,BAR-LEN MWC,San Bernardino,SWRCB,San Bernardino-LPA,MWC,Original,MWC,Non-profit corporation,,,,,,,,,,,,,,,,,,,
CA3610002,ALPINE WATER USERS ASSOCIATION,San Bernardino,SWRCB,NO,MWC,Original,MWC,Non-profit corporation,,,,,,,,,,,,,,,,,,,
CA3600027,"BAR ""H"" MWC",San Bernardino,SWRCB,San Bernardino-LPA,MWC,Original,MWC,Non-profit corporation,,,,,,,,,,,,,,,,,,,
CA3610011,CEDARPINES PARK MWC,San Bernardino,SWRCB,NO,MWC,Original,MWC,Non-profit corporation,,,,,,,,,,,,,,,,,,,
CA3610016,GLEN MARTIN MWC,San Bernardino,SWRCB,NO,MWC,Original,MWC,Non-profit corporation,,,,,,,,,,,,,,,,,,,
CA3600064,CAMP WATERMAN MWC,San Bernardino,SWRCB,San Bernardino-LPA,MWC,Original,MWC,Non-profit corporation,,,,,,,,,,,,,,,,,,,
CA3610023,GREEN VALLEY MWC,San Bernardino,SWRCB,NO,MWC,Original,MWC,Non-profit corporation,,,,,,,,,,,,,,,,,,,
CA3610028,MARYGOLD MWC,San Bernardino,SWRCB,NO,MWC,Original,MWC,Non-profit corporation,,,,,,,,,,,,,,,,,,,
CA3610031,MUSCOY MWC NO. 1,San Bernardino,SWRCB,NO,MWC,Original,MWC,Non-profit corporation,,,,,,,,,,,,,,,,,,,
CA3610046,VALLEY VIEW PARK MWC,San Bernardino,SWRCB,NO,MWC,Original,MWC,Non-profit corporation,,,,,,,,,,,,,,,,,,,
CA3610051,VALLEY OF ENCHANTMENT MWC,San Bernardino,SWRCB,NO,MWC,Original,MWC,Non-profit corporation,,,,,,,,,,,,,,,,,,,
CA3610053,WESTERN HEIGHTS WATER COMPANY,San Bernardino,SWRCB,NO,MWC,Original,MWC,Non-profit corporation,,,,,,,,,,,,,,,,,,,
CA3600071,CHAMISAL MWC,San Bernardino,SWRCB,San Bernardino-LPA,MWC,Original,MWC,Non-profit corporation,,,,,,,,,,,,,,,,,,,
CA3600088,DESERT DAWN MWC,San Bernardino,SWRCB,San Bernardino-LPA,MWC,Original,MWC,Non-profit corporation,,,,,,,,,,,,,,,,,,,
CA3610085,SAN ANTONIO WATER COMPANY,San Bernardino,SWRCB,NO,MWC,Original,MWC,Non-profit corporation,,,,,,,,,,,,,,,,,,,
CA3600089,DESERT SPRINGS MWC,San Bernardino,SWRCB,San Bernardino-LPA,MWC,Original,MWC,Non-profit corporation,,,,,,,,,,,,,,,,,,,
CA3610093,ARROWHEAD VILLAS MUTUAL SERVICE COMPANY,San Bernardino,SWRCB,NO,MWC,Original,MWC,Non-profit corporation,,,,,,,,,,,,,,,,,,,
CA3610109,SHEEP CREEK WATER COMPANY,San Bernardino,SWRCB,NO,MWC,Original,MWC,Non-profit corporation,,,,,,,,,,,,,,,,,,,
CA3600107,FOREST PARK MWC,San Bernardino,SWRCB,San Bernardino-LPA,MWC,Original,MWC,Non-profit corporation,,,,,,,,,,,,,,,,,,,
CA3600123,HI DESERT MWC,San Bernardino,SWRCB,San Bernardino-LPA,MWC,Original,MWC,Non-profit corporation,,,,,,,,,,,,,,,,,,,
CA3700277,SUNRISE ESTATES MUTUAL WATER COMPANY,San Diego,SWRCB,,MWC,Original,MWC,Non-profit corporation,,,,,,,,,,,,,,,,,,,
CA3700422,LAGUNA MOUNTIAN MUTUAL WATER CO.,San Diego,SWRCB,,MWC,Original,MWC,Non-profit corporation,,,,,,,,,,,,,,,,,,,
CA3700866,DEL DIOS MUTUAL WATER COMPANY,San Diego,SWRCB,,MWC,Original,MWC,Non-profit corporation,,,,,,,,,,,,,,,,,,,
CA3700897,GUATAY MUTUAL BENEFIT CORPORATION,San Diego,SWRCB,,MWC,Original,MWC,Non-profit corporation,,,,,,,,,,,,,,,,,,,
CA3700905,PINE HILLS MUTUAL WATER COMPANY,San Diego,SWRCB,,MWC,Original,MWC,Non-profit corporation,,,,,,,,,,,,,,,,,,,
CA3700918,RANCHO SANTA TERESA MW CO.,San Diego,SWRCB,,MWC,Original,MWC,Non-profit corporation,,,,,,,,,,,,,,,,,,,
CA3700923,LAKE MORENA OAK SHORES MWC,San Diego,SWRCB,,MWC,Original,MWC,Non-profit corporation,,,,,,,,,,,,,,,,,,,
CA3700924,LAKE MORENA VIEWS MWC,San Diego,SWRCB,,MWC,Original,MWC,Non-profit corporation,,,,,,,,,,,,,,,,,,,
CA3700933,PALOMAR MOUNTAIN MUTUAL WATER CO.,San Diego,SWRCB,,MWC,Original,MWC,Non-profit corporation,,,,,,,,,,,,,,,,,,,
CA3700934,PAUMA VALLEY WATER COMPANY,San Diego,SWRCB,,MWC,Original,MWC,Non-profit corporation,,,,,,,,,,,,,,,,,,,
CA3700936,RANCHO ESTATES MUTUAL WATER CO.,San Diego,SWRCB,,MWC,Original,MWC,Non-profit corporation,,,,,,,,,,,,,,,,,,,
CA3700937,LAZY H MUTUAL WATER COMPANY,San Diego,SWRCB,,MWC,Original,MWC,Non-profit corporation,,,,,,,,,,,,,,,,,,,
CA3700958,LOS TULES MUTUAL WATER COMPANY,San Diego,SWRCB,,MWC,Original,MWC,Non-profit corporation,,,,,,,,,,,,,,,,,,,
CA3701747,NORTH PEAK MUTUAL WATER COMPANY,San Diego,SWRCB,,MWC,Original,MWC,Non-profit corporation,,,,,,,,,,,,,,,,,,,
CA3710012,RANCHO PAUMA MUTUAL WC,San Diego,SWRCB,,MWC,Original,MWC,Non-profit corporation,,,,,,,,,,,,,,,,,,,
CA3710039,PINE VALLEY MUTUAL WC,San Diego,SWRCB,,MWC,Original,MWC,Non-profit corporation,,,,,,,,,,,,,,,,,,,
CA3600156,LUCERNE VALLEY MWC,San Bernardino,SWRCB,San Bernardino-LPA,MWC,Original,MWC,Non-profit corporation,,,,,,,,,,,,,,,,,,,
CA3600157,LUCERNE VISTA MWC,San Bernardino,SWRCB,San Bernardino-LPA,MWC,Original,MWC,Non-profit corporation,,,,,,,,,,,,,,,,,,,
CA3600166,MILL CREEK MSC,San Bernardino,SWRCB,San Bernardino-LPA,MWC,Original,MWC,Non-profit corporation,,,,,,,,,,,,,,,,,,,
CA3600180,NAVAJO MWC,San Bernardino,SWRCB,San Bernardino-LPA,MWC,Original,MWC,Non-profit corporation,,,,,,,,,,,,,,,,,,,
CA3600184,NORTH SHORE MWC,San Bernardino,SWRCB,San Bernardino-LPA,MWC,Original,MWC,Non-profit corporation,,,,,,,,,,,,,,,,,,,
CA3600185,OAK GLEN DOMESTIC WATER,San Bernardino,SWRCB,San Bernardino-LPA,MWC,Original,MWC,Non-profit corporation,,,,,,,,,,,,,,,,,,,
CA3600209,ROCKY COMFORT MUTUAL WATER CO,San Bernardino,SWRCB,San Bernardino-LPA,MWC,Original,MWC,Non-profit corporation,,,,,,,,,,,,,,,,,,,
CA3600258,SKY FOREST MWC,San Bernardino,SWRCB,San Bernardino-LPA,MWC,Original,MWC,Non-profit corporation,,,,,,,,,,,,,,,,,,,
CA3600301,STRAWBERRY LODGE MWC,San Bernardino,SWRCB,San Bernardino-LPA,MWC,Original,MWC,Non-profit corporation,,,,,,,,,,,,,,,,,,,
CA3600345,WEST END MWC,San Bernardino,SWRCB,San Bernardino-LPA,MWC,Original,MWC,Non-profit corporation,,,,,,,,,,,,,,,,,,,
CA3610082,SAN ANTONIO CANYON MSC,San Bernardino,SWRCB,FALSE,MWC,Original,MWC,Non-profit corporation,,,,,,,,,,,,,,,,,,,
CA3610086,WEST END CONSOLIDATED WATER COMPANY,San Bernardino,SWRCB,FALSE,City,Original,MWC,Non-profit corporation,Mutual Water Company,,"City of upland is the majority owner but still is a mutual water company, that is a wholesaler to 78,891 people.",3/2/2023,Yes,,,,,,,,,,,,,,
CA3900733,COUNTRY CLUB VISTA MUTUAL WATER CO,San Joaquin,SWRCB,San Joaquin-LPA,MWC,Original,MWC,Non-profit corporation,,,,,,,,,,,,,,,,,,,
CA4000200,BASSI RANCH MUTUAL WATER CO.,San Luis Obispo,SWRCB,San Luis Obispo-LPA,MWC,Original,MWC,Non-profit corporation,,,,,,,,,,,,,,,,,,,
CA4000203,IRISH HILLS MUTUAL WATER CO,San Luis Obispo,SWRCB,San Luis Obispo-LPA,MWC,Original,MWC,Non-profit corporation,,,,,,,,,,,,,,,,,,,
CA4000214,BARON CANYON MUTUAL WATER CO.,San Luis Obispo,SWRCB,San Luis Obispo-LPA,MWC,Original,MWC,Non-profit corporation,,,,,,,,,,,,,,,,,,,
CA4000230,CANYON CREST MUTUAL BENEFIT WC,San Luis Obispo,SWRCB,San Luis Obispo-LPA,MWC,Original,MWC,Non-profit corporation,,,,,,,,,,,,,,,,,,,
CA4000506,WOODLAND PARK MUTUAL WATER CO,San Luis Obispo,SWRCB,San Luis Obispo-LPA,MWC,Original,MWC,Non-profit corporation,,,,,,,,,,,,,,,,,,,
CA4000523,S & T MUTUAL WATER COMPANY,San Luis Obispo,SWRCB,San Luis Obispo-LPA,MWC,Original,MWC,Non-profit corporation,,,,,,,,,,,,,,,,,,,
CA4000554,GREEN RIVER MUTUAL WATER CO.,San Luis Obispo,SWRCB,San Luis Obispo-LPA,MWC,Original,MWC,Non-profit corporation,,,,,,,,,,,,,,,,,,,
CA4000670,WALNUT HILLS MUTUAL WATER CO,San Luis Obispo,SWRCB,San Luis Obispo-LPA,MWC,Original,MWC,Non-profit corporation,,,,,,,,,,,,,,,,,,,
CA4000705,LAGUNA NEGRA MUTUAL WATER CO.,San Luis Obispo,SWRCB,San Luis Obispo-LPA,MWC,Original,MWC,Non-profit corporation,,,,,,,,,,,,,,,,,,,
CA4000716,AVILA VALLEY MUTUAL WATER CO,San Luis Obispo,SWRCB,San Luis Obispo-LPA,MWC,Original,MWC,Non-profit corporation,,,,,,,,,,,,,,,,,,,
CA4000765,VARIAN RANCH MUTUAL WATER,San Luis Obispo,SWRCB,San Luis Obispo-LPA,MWC,Original,MWC,Non-profit corporation,,,,,,,,,,,,,,,,,,,
CA4000775,MUSTANG SPRINGS MUTUAL WATER,San Luis Obispo,SWRCB,San Luis Obispo-LPA,MWC,Original,MWC,Non-profit corporation,,,,,,,,,,,,,,,,,,,
CA4000789,SPANISH LAKES MUTUAL WATER CO,San Luis Obispo,SWRCB,San Luis Obispo-LPA,MWC,Original,MWC,Non-profit corporation,,,,,,,,,,,,,,,,,,,
CA4000802,SANTA YSABEL RANCH MWC,San Luis Obispo,SWRCB,San Luis Obispo-LPA,MWC,Original,MWC,Non-profit corporation,,,,,,,,,,,,,,,,,,,
CA4000803,RANCHO SALINAS MBWC,San Luis Obispo,SWRCB,San Luis Obispo-LPA,MWC,Original,MWC,Non-profit corporation,,,,,,,,,,,,,,,,,,,
CA4000805,CALLENDER GROVE MUTUAL WATER,San Luis Obispo,SWRCB,San Luis Obispo-LPA,MWC,Original,MWC,Non-profit corporation,,,,,,,,,,,,,,,,,,,
CA4000808,MONTE SERENO MUTUAL BENEFIT WATER,San Luis Obispo,SWRCB,San Luis Obispo-LPA,MWC,Original,MWC,Non-profit corporation,,,,,,,,,,,,,,,,,,,
CA4200556,FOSTER ROAD MUTUAL WATER COMPANY,Santa Barbara,SWRCB,Santa Barbara-LPA,MWC,Original,MWC,Non-profit corporation,,,,,,,,,,,,,,,,,,,
CA4200572,LAS POSITAS MUTUAL WATER COMPANY,Santa Barbara,SWRCB,Santa Barbara-LPA,MWC,Original,MWC,Non-profit corporation,,,,,,,,,,,,,,,,,,,
CA4200578,PAINTED CAVE,Santa Barbara,SWRCB,Santa Barbara-LPA,MWC,Original,MWC,Non-profit corporation,,,,,,,,,,,,,,,,,,,
CA4200579,ROSARIO PARK,Santa Barbara,SWRCB,Santa Barbara-LPA,MWC,Original,MWC,Non-profit corporation,,,,,,,,,,,,,,,,,,,
CA4200580,SAN MARCOS MUTUAL WATER COMPANY,Santa Barbara,SWRCB,Santa Barbara-LPA,MWC,Original,MWC,Non-profit corporation,,,,,,,,,,,,,,,,,,,
CA4200612,MEADOWLARK RANCHES MUTUAL WATER COMPANY,Santa Barbara,SWRCB,Santa Barbara-LPA,MWC,Original,MWC,Non-profit corporation,,,,,,,,,,,,,,,,,,,
CA4200619,SANTA YNEZ RANCHO ESTATES,Santa Barbara,SWRCB,Santa Barbara-LPA,MWC,Original,MWC,Non-profit corporation,,,,,,,,,,,,,,,,,,,
CA4200633,LINGATE MUTUAL WATER COMPANY,Santa Barbara,SWRCB,Santa Barbara-LPA,MWC,Original,MWC,Non-profit corporation,,,,,,,,,,,,,,,,,,,
CA4200678,SANTA ANITA MUTUAL WATER COMPANY,Santa Barbara,SWRCB,Santa Barbara-LPA,MWC,Original,MWC,Non-profit corporation,,,,,,,,,,,,,,,,,,,
CA4200684,LINCOLNWOOD MUTUAL WATER COMPANY,Santa Barbara,SWRCB,Santa Barbara-LPA,MWC,Original,MWC,Non-profit corporation,,,,,,,,,,,,,,,,,,,
CA4200693,ELLWOOD MUTUAL WATER COMPANY,Santa Barbara,SWRCB,Santa Barbara-LPA,MWC,Original,MWC,Non-profit corporation,,,,,,,,,,,,,,,,,,,
CA4200702,VIEJA MUTUAL WATER COMPANY,Santa Barbara,SWRCB,Santa Barbara-LPA,MWC,Original,MWC,Non-profit corporation,,,,,,,,,,,,,,,,,,,
CA4200703,EL CAPITAN MUTUAL WATER COMPANY,Santa Barbara,SWRCB,Santa Barbara-LPA,MWC,Original,MWC,Non-profit corporation,,,,,,,,,,,,,,,,,,,
CA4200714,SAN AUGUSTINE MUTUAL WATER COMPANY,Santa Barbara,SWRCB,Santa Barbara-LPA,MWC,Original,MWC,Non-profit corporation,,,,,,,,,,,,,,,,,,,
CA4200731,ALEGRIA DOMESTIC MUTUAL WATER COMPANY,Santa Barbara,SWRCB,Santa Barbara-LPA,MWC,Original,MWC,Non-profit corporation,,,,,,,,,,,,,,,,,,,
CA4200733,MONTECITO SEA MEADOWS,Santa Barbara,SWRCB,Santa Barbara-LPA,MWC,Original,MWC,Non-profit corporation,,,,,,,,,,,,,,,,,,,
CA4200800,EAST VALLEY FARMS MUTUAL WATER COMPANY,Santa Barbara,SWRCB,Santa Barbara-LPA,MWC,Original,MWC,Non-profit corporation,,,,,,,,,,,,,,,,,,,
CA4200802,OAK TRAIL RANCH,Santa Barbara,SWRCB,Santa Barbara-LPA,MWC,Original,MWC,Non-profit corporation,,,,,,,,,,,,,,,,,,,
CA4200837,RANCHO YNECITA,Santa Barbara,SWRCB,Santa Barbara-LPA,MWC,Original,MWC,Non-profit corporation,,,,,,,,,,,,,,,,,,,
CA4200848,VISTA HILLS MUTUAL WATER COMPANY,Santa Barbara,SWRCB,Santa Barbara-LPA,MWC,Original,MWC,Non-profit corporation,,,,,,,,,,,,,,,,,,,
CA4200862,MESA HILLS MUTUAL WATER COMPANY,Santa Barbara,SWRCB,Santa Barbara-LPA,MWC,Original,MWC,Non-profit corporation,,,,,,,,,,,,,,,,,,,
CA4200881,OAK TRAIL ESTATES,Santa Barbara,SWRCB,Santa Barbara-LPA,MWC,Original,MWC,Non-profit corporation,,,,,,,,,,,,,,,,,,,
CA3910022,LITTLE POTATO SLOUGH MUTUAL,San Joaquin,SWRCB,NO,MWC,Original,MWC,Non-profit corporation,,,,,,,,,,,,,,,,,,,
CA4200891,BOBCAT SPRINGS MUTUAL WATER COMPANY,Santa Barbara,SWRCB,Santa Barbara-LPA,MWC,Original,MWC,Non-profit corporation,,,,,,,,,,,,,,,,,,,
CA4400502,TROUT GULCH MUTUAL WATER COMPANY,Santa Cruz,SWRCB,Santa Cruz-LPA,MWC,Original,MWC,Non-profit corporation,,,,,,,,,,,,,,,,,,,
CA4400558,SAN ANDREAS MUTUAL WATER CO,Santa Cruz,SWRCB,Santa Cruz-LPA,MWC,Original,MWC,Non-profit corporation,,,,,,,,,,,,,,,,,,,
CA4400559,SUMMIT MUTUAL WATER COMPANY,Santa Cruz,SWRCB,Santa Cruz-LPA,MWC,Original,MWC,Non-profit corporation,,,,,,,,,,,,,,,,,,,
CA4400582,PINE TREE LANE MUTUAL WATER CO,Santa Cruz,SWRCB,Santa Cruz-LPA,MWC,Original,MWC,Non-profit corporation,,,,,,,,,,,,,,,,,,,
CA4400585,RIDGEVIEW ESTATES MWC,Santa Cruz,SWRCB,Santa Cruz-LPA,MWC,Original,MWC,Non-profit corporation,,,,,,,,,,,,,,,,,,,
CA4400595,VILLA DEL MONTE MWC,Santa Cruz,SWRCB,Santa Cruz-LPA,MWC,Original,MWC,Non-profit corporation,,,,,,,,,,,,,,,,,,,
CA4400599,SUNSET BEACH MUTUAL WATER CO,Santa Cruz,SWRCB,Santa Cruz-LPA,MWC,Original,MWC,Non-profit corporation,,,,,,,,,,,,,,,,,,,
CA4400611,JARVIS MUTUAL WATER SYSTEM,Santa Cruz,SWRCB,Santa Cruz-LPA,MWC,Original,MWC,Non-profit corporation,,,,,,,,,,,,,,,,,,,
CA4400617,SUMMIT WEST MUTUAL WATER CO.,Santa Cruz,SWRCB,Santa Cruz-LPA,MWC,Original,MWC,Non-profit corporation,,,,,,,,,,,,,,,,,,,
CA4400618,RIDGE MUTUAL WATER COMPANY,Santa Cruz,SWRCB,Santa Cruz-LPA,MWC,Original,MWC,Non-profit corporation,,,,,,,,,,,,,,,,,,,
CA4400621,RIVER GROVE MUTUAL WATER ASSN,Santa Cruz,SWRCB,Santa Cruz-LPA,MWC,Original,MWC,Non-profit corporation,,,,,,,,,,,,,,,,,,,
CA4400631,LAS CUMBRES MUTUAL WATER CO,Santa Cruz,SWRCB,Santa Cruz-LPA,MWC,Original,MWC,Non-profit corporation,,,,,,,,,,,,,,,,,,,
CA4400642,CATHEDRAL WOOD MUTUAL WATER COMPANY,Santa Cruz,SWRCB,Santa Cruz-LPA,MWC,Original,MWC,Non-profit corporation,,,,,,,,,,,,,,,,,,,
CA4400645,HIDDEN MEADOW MUTUAL WATER CO,Santa Cruz,SWRCB,Santa Cruz-LPA,MWC,Original,MWC,Non-profit corporation,,,,,,,,,,,,,,,,,,,
CA4400652,"CATHEDRAL HILLS MWC, INC",Santa Cruz,SWRCB,Santa Cruz-LPA,MWC,Original,MWC,Non-profit corporation,,,,,,,,,,,,,,,,,,,
CA4400665,MEADOWRIDGE MUTUAL WATER CO,Santa Cruz,SWRCB,Santa Cruz-LPA,MWC,Original,MWC,Non-profit corporation,,,,,,,,,,,,,,,,,,,
CA4400684,APTOS RIDGE MUTUAL WATER CO,Santa Cruz,SWRCB,Santa Cruz-LPA,MWC,Original,MWC,Non-profit corporation,,,,,,,,,,,,,,,,,,,
CA4500003,MEL MAR MUTUAL WATER CO,Shasta,SWRCB,Shasta-LPA,MWC,Original,MWC,Non-profit corporation,,,,,,,,,,,,,,,,,,,
CA4500007,VERDE VALE WATER COMPANY,Shasta,SWRCB,Shasta-LPA,MWC,Original,MWC,Non-profit corporation,,,,,,,,,,,,,,,,,,,
CA4500008,LAKESHORE VILLA MUTUAL WATER CO,Shasta,SWRCB,Shasta-LPA,MWC,Original,MWC,Non-profit corporation,,,,,,,,,,,,,,,,,,,
CA4500009,CORTLAND PINES MUTUAL WATER CO,Shasta,SWRCB,Shasta-LPA,MWC,Original,MWC,Non-profit corporation,,,,,,,,,,,,,,,,,,,
CA4500012,CASCADE RACQUET CLUB MUTUAL WATER,Shasta,SWRCB,Shasta-LPA,MWC,Original,MWC,Non-profit corporation,,,,,,,,,,,,,,,,,,,
CA4500013,LAKESIDE WOODS MUTUAL WATER CO,Shasta,SWRCB,Shasta-LPA,MWC,Original,MWC,Non-profit corporation,,,,,,,,,,,,,,,,,,,
CA4500014,LAKESHORE HEIGHTS MUTUAL WATER,Shasta,SWRCB,Shasta-LPA,MWC,Original,MWC,Non-profit corporation,,,,,,,,,,,,,,,,,,,
CA4500023,HAT CREEK HIGHLANDS MUTUAL WATER CO,Shasta,SWRCB,Shasta-LPA,MWC,Original,MWC,Non-profit corporation,,,,,,,,,,,,,,,,,,,
CA4500027,BIG SPRINGS MUTUAL WATER SYSTEM,Shasta,SWRCB,Shasta-LPA,MWC,Original,MWC,Non-profit corporation,,,,,,,,,,,,,,,,,,,
CA4500173,CASSEL PARK MUTUAL WATER CO,Shasta,SWRCB,Shasta-LPA,MWC,Original,MWC,Non-profit corporation,,,,,,,,,,,,,,,,,,,
CA4500195,STARLITE PINES MUTUAL WATER CO INC,Shasta,SWRCB,Shasta-LPA,MWC,Original,MWC,Non-profit corporation,,,,,,,,,,,,,,,,,,,
CA4500204,WHITE OAK MUTUAL WATER COMPANY,Shasta,SWRCB,Shasta-LPA,MWC,Original,MWC,Non-profit corporation,,,,,,,,,,,,,,,,,,,
CA4500210,LASSEN PINES MUTUAL WATER CO INC,Shasta,SWRCB,Shasta-LPA,MWC,Original,MWC,Non-profit corporation,,,,,,,,,,,,,,,,,,,
CA4500235,WOODRIDGE MUTUAL WATER CO,Shasta,SWRCB,Shasta-LPA,MWC,Original,MWC,Non-profit corporation,,,,,,,,,,,,,,,,,,,
CA4010002,ATASCADERO MUTUAL WATER CO,San Luis Obispo,SWRCB,NO,MWC,Original,MWC,Non-profit corporation,,,,,,,,,,,,,,,,,,,
CA4010003,SAN MIGUELITO MWC,San Luis Obispo,SWRCB,NO,MWC,Original,MWC,Non-profit corporation,,,,,,,,,,,,,,,,,,,
CA4010015,MORRO ROCK MUTUAL WATER CO,San Luis Obispo,SWRCB,NO,MWC,Original,MWC,Non-profit corporation,,,,,,,,,,,,,,,,,,,
CA5000017,PARK HEIGHTS MUTUAL WATER CO,Stanislaus,SWRCB,Stanislaus-LPA,MWC,Original,MWC,Non-profit corporation,,,,,,,,,,,,,,,,,,,
CA5000237,NORTH OAKS MUTUAL WATER CO,Stanislaus,SWRCB,Stanislaus-LPA,MWC,Original,MWC,Non-profit corporation,,,,,,,,,,,,,,,,,,,
CA5200013,WOMACK SUBDIVISION M.W.C.,Tehama,SWRCB,Tehama-LPA,MWC,Original,MWC,Non-profit corporation,,,,,,,,,,,,,,,,,,,
CA4100503,BUTANO CANYON MUTUAL,San Mateo,SWRCB,,MWC,Original,MWC,Non-profit corporation,,,,,,,,,,,,,,,,,,,
CA4100510,REDWOOD TERRACE MUTUAL,San Mateo,SWRCB,,MWC,Original,MWC,Non-profit corporation,,,,,,,,,,,,,,,,,,,
